instance_name,dist,gammas,taus,eps_case,Bank1_start,Bank2_start,hedgeT,closestNE_knownmat,closestNEdist_knownmat,closestNE_fresh1,closestNEdist_fresh1,closestNE_moving1,closestNEdist_moving1
"TG_mu0.1_sigma0.4[0.8, 0.9]--",TG_mu0.1_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.01913591004147054,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.019880133551932008,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.01813705208000007
"TG_mu0.1_sigma0.4[0.8, 0.9]--",TG_mu0.1_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.08925591976354282,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0890288615790901,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09689827615960173
"TG_mu0.1_sigma0.4[0.8, 0.9]--",TG_mu0.1_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5165544269357745,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5142027151248677,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5260329567145277
"TG_mu0.1_sigma0.4[0.8, 0.9]--",TG_mu0.1_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.30955126032419733,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.33370697269086214,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3151650070853719
"TG_mu0.1_sigma0.4[0.8, 0.9]--",TG_mu0.1_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3283791576066601,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3476582129358303,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3300157564941038
"TG_mu0.1_sigma0.2[0.1, 0.3]--",TG_mu0.1_sigma0.2,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.1494196079437625e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.7355701216095247e-06,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.370352399691312e-06
"TG_mu0.1_sigma0.2[0.1, 0.3]--",TG_mu0.1_sigma0.2,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.982120871438737e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0543321967302415e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5619286248068357e-05
"TG_mu0.1_sigma0.2[0.1, 0.3]--",TG_mu0.1_sigma0.2,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00015885587040557868,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.945821750115173e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00012777896776439807
"TG_mu0.1_sigma0.2[0.1, 0.3]--",TG_mu0.1_sigma0.2,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.358979177558755e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.759849010919658e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.0247261762023936e-05
"TG_mu0.1_sigma0.2[0.1, 0.3]--",TG_mu0.1_sigma0.2,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0005756811582903814,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0005943673230320527,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0004774529727645112
"TG_mu0.2_sigma0.4[0.8, 0.9]--",TG_mu0.2_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.019527176629213928,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.019010197453774462,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.022803143516962568
"TG_mu0.2_sigma0.4[0.8, 0.9]--",TG_mu0.2_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09100687026644255,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09565463367012558,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09378976691071284
"TG_mu0.2_sigma0.4[0.8, 0.9]--",TG_mu0.2_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5238546010380494,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5672062025011685,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5392120999306634
"TG_mu0.2_sigma0.4[0.8, 0.9]--",TG_mu0.2_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3149261876158569,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.32850522574064045,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3226065247715936
"TG_mu0.2_sigma0.4[0.8, 0.9]--",TG_mu0.2_sigma0.4,"[0.8, 0.9]","[0.3448275862068966, 0.35714285714285715]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3390523341547884,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3538258121162134,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.34056793194438
"TG_mu0.6_sigma0.4[0.7, 0.8]--",TG_mu0.6_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.02922389027267642,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.030400584549764312,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.026284547267443576
"TG_mu0.6_sigma0.4[0.7, 0.8]--",TG_mu0.6_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.13345914123789543,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.13774911499111328,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.12989123688292717
"TG_mu0.6_sigma0.4[0.7, 0.8]--",TG_mu0.6_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6802916597082342,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6461302042208692,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6724568860733375
"TG_mu0.6_sigma0.4[0.7, 0.8]--",TG_mu0.6_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.4381143956732123,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.39179135877843324,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.43415779081581884
"TG_mu0.6_sigma0.4[0.7, 0.8]--",TG_mu0.6_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5428128818286166,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5794283746553974,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5379871299266907
"TG_mu0.8_sigma0.2[0.2, 0.3]--",TG_mu0.8_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.04790644092272241,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.04392314644789189,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.04283875833182947
"TG_mu0.8_sigma0.2[0.2, 0.3]--",TG_mu0.8_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.21066338599193601,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.1988656256147245,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.1984896010618235
"TG_mu0.8_sigma0.2[0.2, 0.3]--",TG_mu0.8_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8925658624541701,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.9305188380513272,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8606254934684062
"TG_mu0.8_sigma0.2[0.2, 0.3]--",TG_mu0.8_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6338752115534929,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6462171003622947,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.598479836617366
"TG_mu0.8_sigma0.2[0.2, 0.3]--",TG_mu0.8_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.7715280105526974,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.7157210193053254,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.7305747651991317
"TG_mu0.8_sigma0.2[0.1, 0.8]--",TG_mu0.8_sigma0.2,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.344967666107546e-22,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.559231602845871e-22,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.89273844742457e-23
"TG_mu0.8_sigma0.2[0.1, 0.8]--",TG_mu0.8_sigma0.2,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.598159071087029e-21,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.522725011902184e-22,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.898700120431995e-22
"TG_mu0.8_sigma0.2[0.1, 0.8]--",TG_mu0.8_sigma0.2,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0951501058945035e-20,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.853454291972851e-20,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.726386254518724e-21
"TG_mu0.8_sigma0.2[0.1, 0.8]--",TG_mu0.8_sigma0.2,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0197658198549118e-20,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5243895503869487e-20,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.8710985391802266e-21
"TG_mu0.8_sigma0.2[0.1, 0.8]--",TG_mu0.8_sigma0.2,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0478286237148974e-19,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.657720739246349e-20,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.102883813387661e-20
"TG_mu0.8_sigma0.3[0.1, 0.2]--",TG_mu0.8_sigma0.3,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.003582332085342425,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.004222131745597891,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0043108395225264495
"TG_mu0.8_sigma0.3[0.1, 0.2]--",TG_mu0.8_sigma0.3,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.01728438218073477,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.016946959579719967,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.020231586612440247
"TG_mu0.8_sigma0.3[0.1, 0.2]--",TG_mu0.8_sigma0.3,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.12932880435116334,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.12642229542615124,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.1395149826153812
"TG_mu0.8_sigma0.3[0.1, 0.2]--",TG_mu0.8_sigma0.3,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06623894465657051,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06262290833838122,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06903109230380015
"TG_mu0.8_sigma0.3[0.1, 0.2]--",TG_mu0.8_sigma0.3,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5173260458447952,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.598300054775873,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5393596727488807
"TG_mu0.1_sigma0.3[0.2, 0.7]+-",TG_mu0.1_sigma0.3,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",+-,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.260662888029232e-45,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.699232233764237e-45,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.4422156245728317e-44
"TG_mu0.1_sigma0.3[0.2, 0.7]+-",TG_mu0.1_sigma0.3,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",+-,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.984192616901484e-44,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.480988630536719e-44,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.950796258724143e-44
"TG_mu0.1_sigma0.3[0.2, 0.7]+-",TG_mu0.1_sigma0.3,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",+-,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.393795728402473e-43,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.1528751323824222e-43,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.11516330990081e-44
"TG_mu0.1_sigma0.3[0.2, 0.7]+-",TG_mu0.1_sigma0.3,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",+-,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0946270423396274e-43,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.2200672916894892e-43,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.825981786116188e-44
"TG_mu0.1_sigma0.3[0.2, 0.7]+-",TG_mu0.1_sigma0.3,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",+-,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.200700766809811e-43,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.5360943408192757e-42,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.1445201916803787e-43
"TG_mu0.1_sigma0.3[0.3, 0.7]--",TG_mu0.1_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3745848526447234e-28,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.292629174315392e-29,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.870031399918482e-28
"TG_mu0.1_sigma0.3[0.3, 0.7]--",TG_mu0.1_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.6227882114225e-28,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.053189281596828e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.525933788459479e-28
"TG_mu0.1_sigma0.3[0.3, 0.7]--",TG_mu0.1_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.3310329537680956e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.421445658095089e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.6605573363491983e-27
"TG_mu0.1_sigma0.3[0.3, 0.7]--",TG_mu0.1_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.5283759279985407e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.2030870436050044e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1045139122402024e-27
"TG_mu0.1_sigma0.3[0.3, 0.7]--",TG_mu0.1_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.2851068263572902e-26,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.75110701776305e-26,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0868149879123171e-26
"TG_mu0.6_sigma0.4[0.2, 0.9]--",TG_mu0.6_sigma0.4,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.4900868366658185e-65,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.911629097264905e-65,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8600999669925674e-66
"TG_mu0.6_sigma0.4[0.2, 0.9]--",TG_mu0.6_sigma0.4,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.6603169471234137e-64,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.494198338879596e-64,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.833181388643803e-65
"TG_mu0.6_sigma0.4[0.2, 0.9]--",TG_mu0.6_sigma0.4,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.1454907386597417e-63,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.020031159502168e-63,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.472615147994296e-64
"TG_mu0.6_sigma0.4[0.2, 0.9]--",TG_mu0.6_sigma0.4,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0325604721688932e-63,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.108891767894279e-64,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.464935972741283e-64
"TG_mu0.6_sigma0.4[0.2, 0.9]--",TG_mu0.6_sigma0.4,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0030915973116719e-62,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.091339477122378e-63,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.9442144363866504e-63
"TG_mu0.2_sigma0.4[0.7, 0.8]--",TG_mu0.2_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.01461734876847329,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.013765494151992581,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.012500566772776639
"TG_mu0.2_sigma0.4[0.7, 0.8]--",TG_mu0.2_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0688433295419909,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.07551172004582087,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0639528760466671
"TG_mu0.2_sigma0.4[0.7, 0.8]--",TG_mu0.2_sigma0.4,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.4254037443993595,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.44825506746339044,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.39764422658491405
